2023-06-05 11:41:52.836253,0.26,0.34
2023-06-05 11:41:53.148463,0.27,0.2
2023-06-05 11:41:53.299113,0.26,0.28
2023-06-05 11:41:53.348445,0.18,0.29
2023-06-05 11:41:53.399516,0.18,0.29
2023-06-05 11:41:53.448244,0.23,0.5
2023-06-05 11:41:53.499515,0.23,0.5
2023-06-05 11:41:53.548383,0.24,0.38
2023-06-05 11:41:53.598538,0.21,0.44
2023-06-05 11:41:53.648848,0.21,0.44
2023-06-05 11:41:53.699433,0.22,0.38
2023-06-05 11:41:53.748486,0.25,0.23
2023-06-05 11:41:53.799241,0.22,0.29
2023-06-05 11:41:53.848342,0.26,0.2
2023-06-05 11:41:53.899038,0.26,0.2
2023-06-05 11:41:53.939839,0.26,0.27
2023-06-05 11:41:53.997094,0.25,0.39
2023-06-05 11:41:54.040113,0.25,0.49
2023-06-05 11:41:54.092528,0.24,0.46
2023-06-05 11:41:54.155858,0.21,0.48
2023-06-05 11:41:54.205196,0.21,0.48
2023-06-05 11:41:54.248270,0.24,0.42
2023-06-05 11:41:54.298198,0.24,0.42
2023-06-05 11:41:54.348332,0.26,0.43
2023-06-05 11:41:54.398278,0.26,0.47
2023-06-05 11:41:54.448864,0.26,0.47
2023-06-05 11:41:54.498517,0.24,0.56
2023-06-05 11:41:54.548393,0.26,0.53
2023-06-05 11:41:54.598101,0.26,0.53
2023-06-05 11:41:54.648343,0.25,0.56
2023-06-05 11:41:54.698299,0.26,0.38
2023-06-05 11:41:54.748203,0.24,0.51
2023-06-05 11:41:54.798748,0.26,0.52
2023-06-05 11:41:54.848211,0.24,0.5
2023-06-05 11:41:54.898408,0.24,0.5
2023-06-05 11:41:54.948712,0.23,0.44
2023-06-05 11:41:54.998119,0.24,0.46
2023-06-05 11:41:55.048252,0.26,0.45
2023-06-05 11:41:55.099104,0.26,0.45
2023-06-05 11:41:55.148572,0.26,0.45
2023-06-05 11:41:55.198695,0.24,0.49
2023-06-05 11:41:55.248151,0.27,0.49
2023-06-05 11:41:55.298269,0.26,0.48
2023-06-05 11:41:55.348734,0.29,0.49
2023-06-05 11:41:55.398433,0.29,0.49
2023-06-05 11:41:55.448317,0.29,0.51
2023-06-05 11:41:55.499469,0.28,0.53
2023-06-05 11:41:55.548201,0.28,0.53
2023-06-05 11:41:55.598200,0.26,0.49
2023-06-05 11:41:55.648200,0.29,0.51
2023-06-05 11:41:55.715561,0.29,0.51
2023-06-05 11:41:55.764825,0.27,0.51
2023-06-05 11:41:55.814777,0.27,0.51
2023-06-05 11:41:55.865372,0.31,0.5
2023-06-05 11:41:55.914249,0.34,0.48
2023-06-05 11:41:55.963362,0.32,0.48
2023-06-05 11:41:56.012641,0.32,0.48
2023-06-05 11:41:56.047900,0.26,0.5
2023-06-05 11:41:56.112864,0.26,0.5
2023-06-05 11:41:56.148100,0.3,0.51
2023-06-05 11:41:56.213009,0.3,0.51
2023-06-05 11:41:56.248612,0.3,0.51
2023-06-05 11:41:56.314867,0.33,0.5
2023-06-05 11:41:56.364790,0.29,0.51
2023-06-05 11:41:56.414724,0.29,0.51
2023-06-05 11:41:56.464842,0.33,0.52
2023-06-05 11:41:56.514784,0.31,0.51
2023-06-05 11:41:56.564899,0.31,0.51
2023-06-05 11:41:56.615193,0.32,0.51
2023-06-05 11:41:56.665371,0.32,0.51
2023-06-05 11:41:56.715227,0.31,0.51
2023-06-05 11:41:56.764926,0.32,0.5
2023-06-05 11:41:56.814782,0.32,0.52
2023-06-05 11:41:56.881932,0.32,0.52
2023-06-05 11:41:56.931520,0.33,0.55
2023-06-05 11:41:56.981450,0.33,0.55
2023-06-05 11:41:57.031381,0.33,0.53
2023-06-05 11:41:57.081706,0.31,0.55
2023-06-05 11:41:57.131449,0.31,0.54
2023-06-05 11:41:57.181579,0.31,0.54
2023-06-05 11:41:57.231419,0.27,0.55
2023-06-05 11:41:57.281794,0.27,0.55
2023-06-05 11:41:57.331444,0.32,0.53
2023-06-05 11:41:57.381732,0.35,0.51
2023-06-05 11:41:57.432084,0.35,0.51
2023-06-05 11:41:57.481827,0.3,0.52
2023-06-05 11:41:57.531352,0.3,0.52
2023-06-05 11:41:57.581387,0.31,0.54
2023-06-05 11:41:57.631938,0.32,0.54
2023-06-05 11:41:57.681370,0.31,0.53
2023-06-05 11:41:57.731942,0.31,0.53
2023-06-05 11:41:57.781326,0.31,0.52
2023-06-05 11:41:57.831341,0.31,0.52
2023-06-05 11:41:57.882005,0.36,0.51
2023-06-05 11:41:57.930454,0.36,0.51
2023-06-05 11:41:57.965509,0.29,0.52
2023-06-05 11:41:58.013741,0.33,0.54
2023-06-05 11:41:58.065613,0.33,0.56
2023-06-05 11:41:58.114809,0.33,0.56
2023-06-05 11:41:58.149880,0.33,0.56
2023-06-05 11:41:58.213834,0.33,0.56
2023-06-05 11:41:58.250054,0.33,0.55
2023-06-05 11:41:58.314629,0.3,0.56
2023-06-05 11:41:58.381440,0.33,0.52
2023-06-05 11:41:58.431873,0.33,0.52
2023-06-05 11:41:58.465406,0.28,0.53
2023-06-05 11:41:58.515277,0.28,0.53
2023-06-05 11:41:58.565030,0.3,0.42
2023-06-05 11:41:58.614856,0.3,0.42
2023-06-05 11:41:58.664935,0.3,0.54
2023-06-05 11:41:58.715521,0.32,0.56
2023-06-05 11:41:58.764757,0.32,0.49
2023-06-05 11:41:58.814656,0.32,0.49
2023-06-05 11:41:58.864728,0.33,0.55
2023-06-05 11:41:58.914624,0.33,0.55
2023-06-05 11:41:58.964704,0.28,0.51
2023-06-05 11:41:59.014616,0.32,0.44
2023-06-05 11:41:59.064679,0.32,0.44
2023-06-05 11:41:59.114682,0.31,0.49
2023-06-05 11:41:59.164909,0.31,0.49
2023-06-05 11:41:59.214696,0.3,0.47
2023-06-05 11:41:59.264710,0.33,0.56
2023-06-05 11:41:59.315067,0.29,0.55
2023-06-05 11:41:59.364625,0.29,0.55
2023-06-05 11:41:59.415639,0.32,0.56
2023-06-05 11:41:59.464712,0.32,0.56
2023-06-05 11:41:59.515278,0.34,0.53
2023-06-05 11:41:59.565268,0.32,0.52
2023-06-05 11:41:59.614690,0.32,0.52
2023-06-05 11:41:59.664720,0.33,0.54
2023-06-05 11:41:59.715121,0.33,0.54
2023-06-05 11:41:59.764717,0.3,0.51
2023-06-05 11:41:59.814777,0.37,0.55
2023-06-05 11:41:59.865223,0.32,0.51
2023-06-05 11:41:59.914886,0.32,0.51
2023-06-05 11:41:59.950984,0.33,0.52
2023-06-05 11:41:59.996601,0.33,0.52
2023-06-05 11:42:00.050880,0.3,0.51
2023-06-05 11:42:00.100187,0.3,0.51
2023-06-05 11:42:00.148522,0.32,0.55
2023-06-05 11:42:00.199457,0.35,0.52
2023-06-05 11:42:00.250992,0.35,0.51
2023-06-05 11:42:00.298103,0.35,0.51
2023-06-05 11:42:00.348014,0.33,0.52
2023-06-05 11:42:00.397892,0.33,0.52
2023-06-05 11:42:00.447037,0.37,0.49
2023-06-05 11:42:00.498479,0.34,0.49
2023-06-05 11:42:00.547935,0.34,0.49
2023-06-05 11:42:00.598767,0.33,0.48
2023-06-05 11:42:00.647941,0.33,0.48
2023-06-05 11:42:00.699321,0.35,0.48
2023-06-05 11:42:00.747887,0.36,0.49
2023-06-05 11:42:00.798460,0.35,0.49
2023-06-05 11:42:00.848065,0.35,0.49
2023-06-05 11:42:00.897974,0.37,0.47
2023-06-05 11:42:00.948090,0.37,0.47
2023-06-05 11:42:00.998081,0.36,0.48
2023-06-05 11:42:01.051507,0.35,0.49
2023-06-05 11:42:01.098045,0.35,0.49
2023-06-05 11:42:01.148078,0.33,0.46
2023-06-05 11:42:01.197906,0.22,0.49
2023-06-05 11:42:01.246943,0.22,0.49
2023-06-05 11:42:01.297965,0.25,0.48
2023-06-05 11:42:01.351922,0.25,0.49
2023-06-05 11:42:01.397987,0.25,0.49
2023-06-05 11:42:01.448028,0.24,0.44
2023-06-05 11:42:01.498633,0.24,0.44
2023-06-05 11:42:01.547877,0.3,0.49
2023-06-05 11:42:01.597840,0.3,0.49
2023-06-05 11:42:01.652428,0.3,0.5
2023-06-05 11:42:01.698165,0.3,0.5
2023-06-05 11:42:01.746976,0.29,0.48
2023-06-05 11:42:01.798213,0.29,0.48
2023-06-05 11:42:01.848001,0.29,0.48
2023-06-05 11:42:01.898653,0.29,0.48
2023-06-05 11:42:01.947322,0.28,0.46
2023-06-05 11:42:02.001710,0.29,0.45
2023-06-05 11:42:02.050024,0.29,0.46
2023-06-05 11:42:02.101975,0.29,0.46
2023-06-05 11:42:02.151344,0.28,0.48
2023-06-05 11:42:02.202301,0.28,0.48
2023-06-05 11:42:02.253941,0.26,0.47
2023-06-05 11:42:02.298168,0.27,0.48
2023-06-05 11:42:02.347991,0.24,0.48
2023-06-05 11:42:02.397898,0.24,0.48
2023-06-05 11:42:02.447768,0.26,0.53
2023-06-05 11:42:02.498441,0.26,0.53
2023-06-05 11:42:02.548387,0.27,0.48
2023-06-05 11:42:02.597920,0.24,0.54
2023-06-05 11:42:02.647932,0.24,0.54
2023-06-05 11:42:02.697897,0.29,0.5
2023-06-05 11:42:02.747864,0.29,0.5
2023-06-05 11:42:02.797836,0.25,0.53
2023-06-05 11:42:02.847830,0.27,0.56
2023-06-05 11:42:02.897811,0.28,0.48
2023-06-05 11:42:02.947784,0.28,0.48
2023-06-05 11:42:02.997830,0.26,0.43
2023-06-05 11:42:03.047771,0.26,0.43
2023-06-05 11:42:03.097801,0.26,0.54
2023-06-05 11:42:03.148402,0.26,0.54
2023-06-05 11:42:03.198406,0.3,0.54
2023-06-05 11:42:03.247695,0.26,0.41
2023-06-05 11:42:03.297727,0.29,0.43
2023-06-05 11:42:03.347775,0.29,0.43
2023-06-05 11:42:03.397754,0.29,0.47
2023-06-05 11:42:03.447754,0.29,0.47
2023-06-05 11:42:03.497787,0.3,0.5
2023-06-05 11:42:03.547970,0.3,0.49
2023-06-05 11:42:03.597836,0.3,0.49
2023-06-05 11:42:03.647902,0.28,0.47
2023-06-05 11:42:03.697668,0.27,0.52
2023-06-05 11:42:03.747708,0.27,0.52
2023-06-05 11:42:03.798224,0.29,0.62
2023-06-05 11:42:03.847815,0.27,0.61
2023-06-05 11:42:03.897770,0.27,0.61
2023-06-05 11:42:03.947077,0.29,0.58
2023-06-05 11:42:03.989286,0.29,0.58
2023-06-05 11:42:04.037592,0.21,0.55
2023-06-05 11:42:04.072137,0.24,0.5
2023-06-05 11:42:04.139301,0.19,0.4
2023-06-05 11:42:04.188148,0.19,0.4
2023-06-05 11:42:04.231035,0.27,0.69
2023-06-05 11:42:04.281092,0.27,0.69
2023-06-05 11:42:04.331084,0.24,0.61
2023-06-05 11:42:04.381104,0.24,0.61
2023-06-05 11:42:04.431062,0.27,0.64
2023-06-05 11:42:04.481855,0.28,0.78
2023-06-05 11:42:04.531076,0.28,0.78
2023-06-05 11:42:04.581249,0.24,0.8
2023-06-05 11:42:04.631094,0.24,0.8
2023-06-05 11:42:04.681781,0.23,0.73
2023-06-05 11:42:04.731690,0.21,0.68
2023-06-05 11:42:04.781046,0.27,0.77
2023-06-05 11:42:04.831096,0.27,0.77
2023-06-05 11:42:04.881102,0.24,0.75
2023-06-05 11:42:04.931151,0.24,0.75
2023-06-05 11:42:04.981068,0.23,0.76
2023-06-05 11:42:05.147180,0.26,0.83
2023-06-05 11:42:05.313682,0.23,0.84
2023-06-05 11:42:05.480394,0.23,0.88
2023-06-05 11:42:05.630455,0.23,0.79
2023-06-05 11:42:05.796979,0.2,0.76
2023-06-05 11:42:05.954011,0.23,0.73
2023-06-05 11:42:05.998468,0.2,0.46
2023-06-05 11:42:06.059725,0.15,0.44
2023-06-05 11:42:06.100411,0.15,0.44
2023-06-05 11:42:06.149973,0.19,0.39
2023-06-05 11:42:06.184653,0.19,0.39
2023-06-05 11:42:06.248204,0.15,0.39
2023-06-05 11:42:06.297762,0.15,0.39
2023-06-05 11:42:06.347635,0.18,0.37
2023-06-05 11:42:06.396971,0.24,0.37
2023-06-05 11:42:06.447776,0.25,0.36
2023-06-05 11:42:06.498245,0.25,0.36
2023-06-05 11:42:06.548141,0.24,0.37
2023-06-05 11:42:06.597666,0.24,0.37
2023-06-05 11:42:06.647585,0.21,0.35
2023-06-05 11:42:06.813565,0.16,0.36
2023-06-05 11:42:06.980342,0.14,0.37
2023-06-05 11:42:07.146916,0.15,0.38
2023-06-05 11:42:07.313656,0.18,0.38
